drug_id,batch_rfid,qr_code_id,hospital_id,region,supply_chain_event,stock_quantity,demand_quantity,status,expiry_date,temperature_celsius,cost_usd,compliance_score
D61635,BE370260-974,7a50a7c5-f66c-4054-a28a-02a77dc2bd2c,H0057,East,Dispatched_For_Transfer,162,293,Shortage,8/28/2027,9.82,119.9,0.762
D61636,04482003-172,6267640c-ebfe-4568-8cff-4ce397fea342,H0012,Central,Quality_Checked,75,241,Shortage,7/25/2026,5.64,96.84,0.457
D61637,F63A6792-4D0,8aab0d9f-4b78-418f-ad57-1d0b5a2688e5,H0074,East,Stored_In_Inventory,146,200,Shortage,10/12/2026,11.25,83.59,0.422
D61638,400AF45D-F6D,3191cb1c-ff2e-49d5-b530-6523b82c478b,H0022,Central,ColdChain_Validated,101,395,Shortage,9/16/2027,4.31,140.41,0.863
D61639,3EA16AC3-45F,89fac38d-7e59-4e08-afca-02e9ed27b442,H0083,South,ColdChain_Validated,446,101,Surplus,3/25/2027,5.13,83.81,0.704
D61640,9D8ABE7E-663,ab6ce043-4e9f-4f51-87ed-9771504193ae,H0077,Central,Temperature_Alert,326,372,Shortage,12/7/2026,3,12.16,0.561
D61641,117EA152-4E8,6ac2f389-3d1a-4e15-89cf-6df9997d2c7d,H0039,North,Quality_Checked,431,434,Shortage,6/7/2027,3.5,168.74,0.748
D61642,6B3747F6-9A6,fca06626-73e8-4c2f-bdcc-b98d031c37c8,H0084,North,Delivered,268,100,Surplus,11/11/2027,1.1,67.09,0.853
D61643,A6A00FB4-E3B,872d0af6-6953-437b-bc82-f21659d891f3,H0050,North,Quality_Checked,477,265,Surplus,6/15/2026,4.39,189.55,0.419
D61644,917920C2-1D8,c05edf18-6b39-4ca9-a704-6bcc2a454105,H0100,East,Delivered,463,125,Surplus,9/17/2027,4.37,176.51,0.865
D61645,32A303E6-F3A,e3c5d67b-bc1d-4b82-97e3-ab4d463ff78a,H0060,East,Expiry_Warning,112,370,Shortage,6/1/2027,1.74,50.61,0.707
D61646,F0A27411-EF7,a7f90614-2aed-4a46-b818-7632713b2487,H0036,West,Expiry_Warning,490,277,Surplus,10/28/2027,4.75,193.27,0.912
D61647,63FDAB21-136,70cd9698-446b-4f23-b308-5c2ec4504074,H0090,South,Stored_In_Inventory,64,336,Shortage,1/25/2027,4.32,171.44,0.635
D61648,5E8515C2-019,4c6da0f2-f196-444d-80af-94be3b6dcd6c,H0088,Central,Requested_By_Pharmacy,266,56,Surplus,8/10/2027,9.79,197.08,0.745
D61649,81AF7B2A-5C2,cb6a8820-26c8-4b9e-a4f9-c89b2e4c8418,H0062,North,Temperature_Alert,110,400,Shortage,3/30/2027,2.72,137.2,0.666
D61650,33A82094-289,c8971324-3baa-4e2e-b564-b0c6e2707503,H0079,East,Delivered,207,322,Shortage,8/17/2027,8.98,186.49,0.768
D61651,5D803954-404,14a8dd0d-f9be-42f2-82ac-8b6aa7200ca2,H0058,Central,Stored_In_Inventory,310,167,Surplus,9/30/2026,2.43,139.57,0.484
D61652,EB0B62E2-3E9,9a81214f-89bc-439c-9eea-3af0f1bdfafb,H0058,Central,Quality_Checked,235,194,Surplus,9/25/2026,6.46,171.74,0.501
D61653,13CBEAE5-BC5,d5fb06ec-411a-4bc4-9965-45006487279a,H0040,South,Quality_Checked,440,281,Surplus,1/10/2027,9.1,124.03,0.552
D61654,B0FE2A39-E19,5750386c-80d4-49d2-84c2-7e080ddf13d0,H0044,East,Dispatched_For_Transfer,472,89,Surplus,8/29/2027,7.67,186.19,0.806
D61655,9B549CCA-CA5,0b7da121-27b8-4a4b-ae1d-64ffa6f8f836,H0099,North,Expiry_Warning,246,198,Surplus,11/23/2026,8.1,106.03,0.526
D61656,AF61E423-AF0,50c192e6-b891-4f16-b3d1-c8d95687442d,H0084,West,Quality_Checked,35,185,Shortage,5/25/2027,3.27,148.63,0.731
D61657,9D94CB4E-254,43099eba-9088-42c4-a540-ac7f6c3817d9,H0063,North,Requested_By_Pharmacy,130,25,Surplus,8/26/2026,10.1,183.81,0.399
D61658,6864EA26-C0E,8fe1745e-d466-454f-9462-b2c6a794c6b6,H0023,Central,ColdChain_Validated,407,403,Surplus,11/11/2026,11.47,87.37,0.447
D61659,1572CE8C-93B,68907ad8-5177-4e07-9581-a44d42874eb7,H0021,East,Stored_In_Inventory,191,207,Shortage,12/16/2027,2.7,10.15,0.919
D61660,7E9013D5-1EA,825edd4f-5238-41c6-8c72-a4e548ab4cb5,H0016,North,Quality_Checked,208,206,Surplus,8/4/2026,10.77,27.04,0.364
D61661,C16AA415-D73,eef75e91-b258-4c63-a028-900e00d262bb,H0098,West,Dispatched_For_Transfer,311,155,Surplus,11/2/2027,5.37,194.52,0.915
D61662,8BF17910-C66,e5fde981-a522-42ee-8434-d30fb4cb535c,H0068,South,Quality_Checked,264,388,Shortage,1/5/2028,8.69,175.27,0.911
D61663,903568AE-C56,1174e8d9-207d-4ce0-a513-51e110e628f0,H0008,East,ColdChain_Validated,131,163,Shortage,5/13/2026,6.57,99.27,0.368
D61664,AA031166-1F8,eab5a768-e5c8-4892-b358-7aca163b6089,H0046,North,Expiry_Warning,40,314,Shortage,11/21/2027,9.73,192.38,0.846
D61665,67D3B43A-ED5,f2973e53-24c6-4872-b1ae-5facd0835560,H0018,Central,Dispatched_For_Transfer,481,443,Surplus,3/5/2027,1.5,41.19,0.617
D61666,53B95CB3-4A0,9e254088-528d-4d13-9401-8161f3aefb05,H0023,Central,Dispatched_For_Transfer,324,30,Surplus,6/22/2027,4.56,26.64,0.784
D61667,C07570C6-8F0,16ef9fe1-0bb0-47bc-9ddb-bde13dca9cfd,H0082,East,Received_From_Distributor,488,313,Surplus,5/19/2027,1.52,122.28,0.69
D61668,0779F76D-CC8,5180e5fe-1d45-4b14-bc01-5bdccc736bbe,H0037,South,Requested_By_Pharmacy,294,70,Surplus,12/8/2026,11.36,79.51,0.475
D61669,782D4F94-931,f7d66791-5d50-4b5d-94dd-0ccb298a5663,H0064,East,Delivered,115,427,Shortage,6/5/2026,2.87,71.26,0.379
D61670,5839E4C7-6D8,ca89280b-a911-4516-90af-4e5e89e77d42,H0080,West,Requested_By_Pharmacy,233,267,Shortage,3/1/2027,5.67,148.16,0.67
D61671,28A78D8C-F09,4a344c03-a657-4d4e-b470-527e6564fb48,H0090,North,Expiry_Warning,282,171,Surplus,7/5/2027,8.06,34.25,0.744
D61672,1673B158-5E9,bba76768-142a-45fb-9c40-66971f172d2a,H0090,South,Expiry_Warning,407,292,Surplus,10/30/2027,6.08,156.8,0.898
D61673,E7956708-5AC,3e7e4961-583d-415a-8208-2058397401c8,H0082,South,Quality_Checked,241,158,Surplus,1/5/2028,6.9,75.09,0.946
D61674,D685AFE0-34E,6e32ab5c-0cb0-4045-b547-93b7fb00d4a7,H0051,East,Temperature_Alert,429,347,Surplus,9/2/2027,3.24,197.41,0.828
D61675,25E33683-D4D,5a09a0ea-038f-44e3-b59b-3a5d9b3d2356,H0035,Central,Expiry_Warning,265,210,Surplus,8/1/2027,1.74,162.71,0.767
D61676,FA5608E4-1B4,4f43c25d-e359-4d5b-a246-d0efbfec5ad6,H0020,South,Stored_In_Inventory,451,417,Surplus,6/4/2026,3.83,131.01,0.397
D61677,B654F80E-70D,ac2c3ea6-f872-47d2-8426-8ad22870fce9,H0020,North,Quality_Checked,33,157,Shortage,1/23/2027,4.49,49.74,0.637
D61678,A197E87D-A18,421ac551-9588-4c4f-8a9d-c1b8b9b6fa79,H0032,West,Expiry_Warning,118,188,Shortage,6/17/2027,5.57,191.5,0.777
D61679,0E723048-1FF,cc1dd049-f8d4-4432-bdfb-8290f832be7f,H0075,North,Stored_In_Inventory,200,163,Surplus,2/16/2027,4.26,11.42,0.656
D61680,35AC2571-6BE,02f53434-5872-40de-9560-f28d5f3d0701,H0063,South,Quality_Checked,356,198,Surplus,2/26/2027,1.39,48.55,0.608
D61681,054AD90D-E6E,7286239d-f163-4973-b914-0476d0c4de68,H0077,West,Stored_In_Inventory,34,6,Surplus,4/30/2026,2.04,12.17,0.327
D61682,F011E99E-7EA,8556bcc3-7125-49dd-a499-09cff74e4100,H0098,Central,Dispatched_For_Transfer,196,219,Shortage,9/14/2026,8.41,193.47,0.452
D61683,301BD2DA-AD3,6e7dd98d-c23a-42c8-8f19-82f04bcfece7,H0013,East,Requested_By_Pharmacy,297,179,Surplus,7/13/2026,1.69,174.93,0.392
D61684,5EBC8BAC-655,39ebaafb-4a35-458b-95de-3b47e3165fb3,H0092,East,Dispatched_For_Transfer,125,79,Surplus,4/21/2026,1.51,190.66,0.308
D61685,AE460CD9-1A7,e152b3f5-fe4a-4017-a056-049d26e7d4d6,H0071,West,Temperature_Alert,347,289,Surplus,8/2/2026,9.93,144.43,0.379
D61686,9101001F-9C1,3b835730-fd9b-4f93-a1f9-e12369749b98,H0097,East,Expiry_Warning,375,131,Surplus,5/23/2027,1.45,10.35,0.693
D61687,8CFE14C5-9E8,01205fff-9d47-4255-80a1-2c21e720e849,H0086,North,Temperature_Alert,411,53,Surplus,7/8/2026,1.76,186.64,0.389
D61688,D210ED5B-2C6,4acebbde-b90c-4a99-ad21-87ead302644b,H0027,West,Temperature_Alert,46,36,Surplus,2/20/2027,7.04,87.09,0.634
D61689,3E2A15A7-29A,589500c5-4f57-4071-bdfc-f0d513a78f38,H0095,West,Dispatched_For_Transfer,291,162,Surplus,6/7/2027,5.87,76.8,0.761
D61690,9958A382-0BC,a8738d67-322a-4d3c-8d22-e5a0682c7aa2,H0040,South,Received_From_Distributor,146,19,Surplus,12/15/2027,11.61,60.41,0.832
D61691,39AD7043-1DE,7841142f-7137-4870-856e-b63f4d408aeb,H0070,North,ColdChain_Validated,236,322,Shortage,5/9/2026,11.31,60.93,0.269
D61692,21EBA561-8B7,0e0123db-0fbc-480b-a931-63aeabb8f752,H0059,South,Requested_By_Pharmacy,329,338,Shortage,4/2/2027,8.26,161.12,0.649
D61693,0E24B678-0F2,8d0e9527-0fe8-466d-868b-1485a6a4ad51,H0029,West,Received_From_Distributor,337,247,Surplus,9/4/2027,1.79,54.99,0.801
D61694,FA11B7A7-AF2,ad1ed024-020a-4c36-a542-2ecc712e3723,H0030,North,Received_From_Distributor,413,21,Surplus,5/10/2026,6.54,48.32,0.365
D61695,BC41C61E-C39,379c41fb-e2e9-4996-a76e-9e37c6eaea39,H0087,West,Delivered,191,26,Surplus,4/3/2026,1.5,141.11,0.29
D61696,878E83A6-440,7fa95404-7786-4dcb-bd1a-e85e9ada4a77,H0035,Central,Quality_Checked,371,248,Surplus,7/16/2027,10.99,61.06,0.696
D61697,DFC0B971-FAD,26c8e64b-a26a-4806-92f8-87daec43e4b9,H0096,East,Requested_By_Pharmacy,95,418,Shortage,4/2/2026,8.26,7.56,0.294
D61698,682DDD98-4C4,04eb72e6-948a-46e9-bb57-f4a36cb4dc77,H0055,South,Stored_In_Inventory,476,85,Surplus,4/10/2027,7.31,186.69,0.676
D61699,F6593A50-6CA,f1e7ec0c-3957-4a80-aa75-2ff3aecf8b00,H0069,Central,Temperature_Alert,423,148,Surplus,10/13/2026,5.71,66.14,0.534
D61700,ABF81672-3CC,b0bc32ce-eccc-4ab7-a869-102813335a2d,H0003,North,Received_From_Distributor,62,440,Shortage,9/8/2026,6.61,154.05,0.482
D61701,E1C4E4C9-C53,523a68ce-8f02-4521-aa81-f49545b2e0ef,H0042,West,Expiry_Warning,357,12,Surplus,11/8/2027,5.4,96.45,0.92
D61702,648E6EC0-372,bc10dc7c-38c0-41c1-b670-2ffbc9ed8736,H0039,East,Expiry_Warning,364,171,Surplus,10/16/2027,2.1,31.15,0.848
D61703,42A49E9F-51E,e32b9fbe-9da9-4183-b152-7fc10e98a379,H0044,North,Stored_In_Inventory,244,291,Shortage,1/18/2027,8.27,134.08,0.577
D61704,F38FFDA8-C03,1ed71440-e850-4b75-8d3d-68385696d68f,H0079,North,Quality_Checked,456,272,Surplus,7/6/2027,11.96,50.15,0.667
D61705,0540B4A4-6A5,70fdc583-844d-4414-81f9-cbcec47e86e2,H0066,North,Delivered,276,293,Shortage,3/6/2027,2.24,61.14,0.633
D61706,4149044B-484,d7bc2d16-8247-4319-954d-2590ad731d82,H0055,East,Requested_By_Pharmacy,296,190,Surplus,4/3/2026,11.94,11.32,0.221
D61707,61A93D42-E61,3c00639b-6b52-4026-adc2-7501d0900373,H0031,East,Quality_Checked,442,16,Surplus,4/12/2027,10.9,8.2,0.606
D61708,B2CB5901-08C,59753eb7-ca51-4295-a503-4afc1d518395,H0033,North,Dispatched_For_Transfer,496,285,Surplus,11/6/2027,10.84,105.16,0.809
D61709,E40A8C5C-903,bbf2a96d-09b9-4cf3-b330-9744b45c5c43,H0097,North,Temperature_Alert,109,426,Shortage,1/27/2027,10.14,16.27,0.548
D61710,154EE2E2-B71,24027b71-b695-4f87-a3ea-b298168d58e1,H0014,South,Dispatched_For_Transfer,487,308,Surplus,5/15/2027,11.16,45.84,0.633
D61711,B61FC85B-FB2,3b8be085-60f5-4d82-b1a6-fdb3700f8ad9,H0094,South,Delivered,96,87,Surplus,7/15/2026,3.71,185.14,0.435
D61712,D1A4D2D8-40A,d1098785-a94c-4d06-8de9-e5920191f28f,H0098,East,Expiry_Warning,412,59,Surplus,1/8/2027,5.81,21.16,0.616
D61713,2014809C-24B,ee62a5e2-65ca-403e-bc22-4d7824fa4c33,H0049,East,ColdChain_Validated,405,135,Surplus,11/6/2027,6.28,61.7,0.901
D61714,11DA68A7-26F,ca73f06d-241d-41a0-88e6-07599bc612ae,H0029,South,Expiry_Warning,24,129,Shortage,4/23/2027,1.75,146.67,0.67
D61715,3B8A81D2-8A5,2afd5a58-fb9a-44ef-9eac-751a27139bca,H0008,East,Stored_In_Inventory,424,329,Surplus,5/8/2027,11.79,177.44,0.613
D61716,41716C3C-448,7b7fbd6b-8a08-4a17-ad21-85e963af4e3c,H0077,Central,Delivered,436,423,Surplus,7/2/2026,8.58,14.01,0.376
D61717,3E13C4E4-984,a0fb4c49-1577-48cf-8d0b-c05c04da7531,H0049,North,ColdChain_Validated,110,55,Surplus,9/26/2027,5.97,41.16,0.867
D61718,93E5B10C-3C8,fd53592f-b118-4d0b-ad47-f83799f50545,H0016,North,Requested_By_Pharmacy,174,31,Surplus,10/8/2026,11.91,80.64,0.405
D61719,15074B27-783,3750725a-bcd7-4343-b50a-026ac443329d,H0089,Central,Requested_By_Pharmacy,472,169,Surplus,1/18/2028,3.99,75.39,0.977
D61720,9F83A47F-D6C,79c96e76-56f7-455b-90d7-bb9110e49caa,H0060,South,Temperature_Alert,38,404,Shortage,6/26/2027,4.71,61.26,0.791
D61721,6D77B041-8E3,a8de7c7b-26ef-4d5e-a750-aed18095e76b,H0040,South,Requested_By_Pharmacy,123,285,Shortage,10/5/2026,3.1,52.25,0.502
D61722,A354CF12-42D,6e47a878-f402-4a51-a89d-ea11a6e42c8d,H0033,Central,Delivered,116,37,Surplus,5/27/2026,3.05,57.39,0.374
D61723,C5358F6E-532,6a471c82-ff17-4f3b-8015-de101b6598f9,H0003,Central,Stored_In_Inventory,419,66,Surplus,1/17/2028,3.07,31.02,0.958
D61724,5B724738-9B5,da4cab60-9994-4397-adf3-49a4197704bd,H0013,East,Dispatched_For_Transfer,373,149,Surplus,11/28/2026,7.72,36.85,0.538
D61725,723EAD9F-E0B,a69bacff-af8f-41f0-bfbd-da3761adad8b,H0046,West,Stored_In_Inventory,139,175,Shortage,6/17/2026,4.24,123.32,0.418
D61726,A212DD46-F43,9666d99b-da3a-48a6-8eb0-e6f9aa8e42fb,H0077,South,Requested_By_Pharmacy,93,290,Shortage,1/30/2027,11.47,61.98,0.524
D61727,F95D71A4-EDC,79edcd17-7ade-446f-a5bc-1d1f4c88f866,H0026,South,Delivered,280,301,Shortage,1/3/2028,9.98,82.94,0.883
D61728,86968009-716,9630abb3-3ada-41c6-aeb8-799f624441ea,H0034,South,Dispatched_For_Transfer,253,121,Surplus,11/30/2027,2.77,85.33,0.905
D61729,A01BC69D-1D4,a09a75f1-ed87-4178-a53e-bcdc74292056,H0011,Central,Stored_In_Inventory,397,8,Surplus,1/4/2027,10.17,26.4,0.525
D61730,0263F0A5-435,c4c1df98-acd7-4580-9f24-2fd145b510d6,H0033,South,Dispatched_For_Transfer,223,70,Surplus,4/11/2026,4.8,164.8,0.364
D61731,192B06DE-A43,91d500c6-b46a-4795-a77c-3373c58fa462,H0085,South,Requested_By_Pharmacy,315,64,Surplus,1/9/2027,3.51,191.49,0.604
D61732,CD2B148F-E15,b805d350-3c45-4671-b679-fe2abc777ae6,H0087,East,Received_From_Distributor,175,397,Shortage,12/17/2026,9.6,56.39,0.519
D61733,DD84281B-959,fa83cdc3-05f6-4efd-8d06-b645b465cdc8,H0040,Central,Delivered,288,291,Shortage,7/19/2026,10.43,62.41,0.356
D61734,EA9B8972-3DE,ff65b4ea-78ef-4c64-9896-e1c32e86fa0a,H0085,Central,Temperature_Alert,68,349,Shortage,11/18/2027,11.56,140.16,0.807
D61735,8E59FBB6-8C6,446cc011-1d0b-41a2-ad9e-e11edbfad465,H0039,East,ColdChain_Validated,99,233,Shortage,5/5/2027,5.62,20.71,0.734
D61736,F4866CB3-ECA,4b55cafa-5ece-40a8-8537-8b11987afe7d,H0046,West,Requested_By_Pharmacy,380,104,Surplus,2/6/2027,7.18,181.93,0.617
D61737,E97AF9CF-E7E,6f58be39-9d8e-4719-a495-03b9284fd557,H0082,Central,Quality_Checked,340,123,Surplus,5/1/2026,7.76,28.51,0.332
D61738,61AD326C-21B,1db58be2-f66c-493a-99d1-36eb5e353662,H0075,East,Received_From_Distributor,421,73,Surplus,6/27/2026,7.9,147.75,0.385
D61739,0EF42A81-07F,958b08b3-d6d7-4331-a9fa-33c0302246a9,H0081,North,Received_From_Distributor,203,156,Surplus,4/15/2027,5.42,61.85,0.718
D61740,7AAD721C-5D8,f0a1634c-24d9-4abc-9abe-0df20d4c1863,H0042,East,Dispatched_For_Transfer,132,284,Shortage,9/28/2027,2.68,68.04,0.842
D61741,4D1A69D6-71A,7cd12eff-15c2-4837-bd3a-271ea419c028,H0001,North,Temperature_Alert,145,225,Shortage,9/20/2027,1.77,32.46,0.816
D61742,87E26AEE-B2F,8d96e4fc-1d93-4cd7-8939-0c00a1edb888,H0067,West,Received_From_Distributor,422,433,Shortage,9/9/2026,10.97,131.04,0.395
D61743,EF7052C9-97F,53062b12-0e63-4ff4-a9f9-25e478ecd4c8,H0069,East,Expiry_Warning,148,227,Shortage,4/17/2026,5.03,160.02,0.373
D61744,948065F8-00A,87b77b12-d92f-4e13-9a57-2b329247bdeb,H0024,Central,Temperature_Alert,238,169,Surplus,3/15/2027,2.99,190.3,0.656
D61745,448C319A-E42,959dbcd4-04cf-4290-98a3-1b6889588e0a,H0039,Central,ColdChain_Validated,283,446,Shortage,9/9/2027,11.82,69.65,0.733
D61746,1F2FD2BA-988,997345cd-f962-4b77-bc80-c6635bda8010,H0096,North,Dispatched_For_Transfer,448,215,Surplus,2/10/2027,9.83,126.13,0.568
D61747,14AC79BB-475,c82d3f84-86d8-4fa7-9f1d-dda816b71a40,H0082,East,Requested_By_Pharmacy,59,283,Shortage,4/11/2027,11.79,85.92,0.587
D61748,2A8239D5-449,a84beb6e-194a-41f5-9f2f-9cd3f6944707,H0054,West,Dispatched_For_Transfer,407,423,Shortage,11/15/2026,4.07,113.78,0.561
D61749,E95DA6D0-5A9,18903649-3249-41f4-987d-93b07c21c4f2,H0048,South,Delivered,127,67,Surplus,4/16/2027,6.1,36.77,0.706
D61750,7F142B7E-A3B,bf007860-8ecf-4f57-87f1-5629f088bf70,H0020,East,Dispatched_For_Transfer,211,378,Shortage,8/6/2026,9.9,118.44,0.384
D61751,7C42811C-F17,c9e22fea-ffbd-4f87-b2d5-45b4b6c62ac7,H0002,East,ColdChain_Validated,492,374,Surplus,6/11/2026,7.07,170.57,0.386
D61752,874D4FE6-552,21f39f9e-48c7-48fe-ba9e-26d21dc6bae7,H0008,South,Received_From_Distributor,402,266,Surplus,7/27/2027,4.9,173.41,0.825
D61753,B95A7C1E-1E3,171161a3-6c11-41e1-b1c7-b924620d32fd,H0066,West,Temperature_Alert,492,10,Surplus,8/4/2027,2.74,99.26,0.79
D61754,5D581EB3-630,1659adcc-f63e-4948-9608-c8da2a3f9d5c,H0043,East,Stored_In_Inventory,404,252,Surplus,6/2/2027,7.18,50.97,0.73
D61755,9D38419B-0FF,dd66735d-d535-489c-b6fd-bf6eb5a46fec,H0082,South,Delivered,200,233,Shortage,12/30/2027,7.58,168.15,0.927
D61756,A4C7261C-252,5ea0118f-fe5d-4be8-a490-cc2a06a6bf51,H0074,South,Requested_By_Pharmacy,373,290,Surplus,2/7/2027,8.93,199.89,0.583
D61757,CCF5983B-776,dbcdc5d1-996f-47fa-a556-214f01a52b2b,H0067,South,Requested_By_Pharmacy,469,261,Surplus,9/13/2027,9.7,78.55,0.78
D61758,D1FCA63B-D20,3bba77a6-2224-41e5-b62b-016bd40ba806,H0044,West,ColdChain_Validated,332,67,Surplus,8/5/2027,2.3,185.25,0.782
D61759,246D7DAA-34C,00e9ea41-e676-46cb-a36d-2c0f9b56b6c1,H0002,East,Dispatched_For_Transfer,190,396,Shortage,9/18/2026,7.91,196.77,0.465
D61760,270FD8EB-832,32ce8a77-95ec-4e1e-94df-02ecbe19d866,H0034,West,Dispatched_For_Transfer,432,32,Surplus,1/26/2027,9.6,82.14,0.558
D61761,960DC18F-1F2,7024ac5b-1a98-4def-a627-08cc020a510d,H0006,West,Temperature_Alert,87,349,Shortage,4/16/2027,5.28,144.68,0.722
D61762,47D04062-F0C,e9018ade-12bd-4900-9ae8-2b5b9f34c61e,H0047,Central,Stored_In_Inventory,449,421,Surplus,3/25/2027,4.03,118.31,0.687
D61763,A08274E3-22D,86895249-29f9-4bcc-94a4-02312b272b1b,H0051,East,Dispatched_For_Transfer,421,57,Surplus,8/17/2027,6.28,145.83,0.822
D61764,20A250D8-6C9,bc054c67-c633-421e-80b1-321f4b3280ab,H0021,Central,Dispatched_For_Transfer,84,256,Shortage,3/29/2027,4.41,35.06,0.698
D61765,0D8954E4-BA6,b8b8b0a9-b26c-4125-a9c6-1aebd62fe3e6,H0080,East,Quality_Checked,304,42,Surplus,12/27/2026,6.61,76.51,0.589
D61766,CC271882-C94,184d707b-09a6-46ec-90e7-6cf95b0e43b4,H0080,North,Quality_Checked,290,312,Shortage,5/27/2027,4.39,17.25,0.755
D61767,4092F344-2C4,aa731ab5-6e3c-4487-9bb5-d3799e913b4c,H0061,East,Received_From_Distributor,30,338,Shortage,3/18/2027,5.65,124.58,0.687
D61768,C5B7BABA-3C6,88ab2b6a-d547-45e6-ae38-e57ee8594e00,H0066,East,Received_From_Distributor,403,143,Surplus,11/12/2027,11.07,185.71,0.811
D61769,FA6221A2-BF3,fdfac942-bf1b-4e7b-954a-d62bab75f02e,H0016,South,Temperature_Alert,180,390,Shortage,1/5/2028,11.08,114.26,0.863
D61770,55D4B402-00E,d70d71b7-9c2d-443b-a2ff-7d192fe5775d,H0032,East,Received_From_Distributor,24,57,Shortage,9/22/2027,11.91,18.71,0.744
D61771,865D7212-9C9,12ddd24a-c70b-41b9-b6d5-537096e9aebc,H0038,West,Quality_Checked,220,98,Surplus,1/20/2027,6.35,186.42,0.617
D61772,9411EA88-AEE,7eaf44ee-9e1a-42d0-85f2-a167e4be3cee,H0016,West,ColdChain_Validated,57,98,Shortage,2/20/2027,2.85,30.93,0.631
D61773,280E638F-F5A,7eaf86a0-4bb2-44a1-a8c8-a029510edf2e,H0055,South,Expiry_Warning,95,267,Shortage,11/30/2027,10.78,177.17,0.834
D61774,F1A0E880-AE9,c3dccd03-186a-40b4-bcdd-eaa73df69b62,H0008,South,Requested_By_Pharmacy,158,327,Shortage,7/17/2026,7.57,144.27,0.411
D61775,0C7AF764-DDF,b6230d92-600d-4552-b2cd-cd4d18c0f4c5,H0063,East,Quality_Checked,197,141,Surplus,2/4/2027,9.22,129.09,0.574
D61776,45403831-FC8,56db24e8-4dad-49fe-98f6-c4f9f2545422,H0027,West,ColdChain_Validated,381,376,Surplus,12/2/2027,2.79,119.44,0.907
D61777,B27D0FA9-BED,3df91066-19e8-4f5a-ba8a-c1691c9468eb,H0004,East,ColdChain_Validated,489,260,Surplus,4/25/2026,4.52,30.57,0.372
D61778,981D7ACC-0C0,08740a66-6fbe-481d-bfe3-14499c04d73e,H0053,South,Temperature_Alert,315,399,Shortage,4/29/2027,4.03,102.66,0.721
D61779,DCCCA476-FDA,ce69be4a-70be-41af-ba66-f3b8eafdbc69,H0032,Central,ColdChain_Validated,160,41,Surplus,12/1/2026,7.16,43.36,0.552
D61780,CA12E046-131,e5d8b356-e31b-484c-97c5-4fdd4987fd0a,H0085,Central,Received_From_Distributor,150,146,Surplus,1/5/2027,11.97,116.5,0.49
D61781,F5E1C1B8-812,770d5235-6ebc-4f33-86e3-1961a9c4d836,H0014,West,ColdChain_Validated,78,151,Shortage,9/16/2026,7.74,92.23,0.467
D61782,84E548B5-F11,e95af048-8c0e-4bbf-8bcb-3abc2dddfc73,H0069,Central,Dispatched_For_Transfer,269,12,Surplus,9/22/2026,7.3,137.54,0.482
D61783,A2D1D0C1-180,b60e13c2-0d9b-452b-884f-6b77d7148478,H0088,East,Delivered,485,255,Surplus,8/26/2027,9.35,196.59,0.769
D61784,2E9370C2-802,91f0924b-e404-4455-9c81-d124eea0f5c9,H0094,Central,Quality_Checked,343,139,Surplus,12/7/2027,4.62,75.4,0.949
D61785,CA744B72-457,04b7e6ec-88ed-44c5-89a1-b33593a9ca80,H0100,North,Stored_In_Inventory,465,63,Surplus,11/24/2027,3.79,125.26,0.919
D61786,83FD730E-F86,747db1b9-f5da-4f40-a3cc-7729d804d2b0,H0085,East,Delivered,18,127,Shortage,12/12/2026,10.22,173.56,0.502
D61787,D161B981-3CE,35232581-4d03-4f8f-b1da-387509078ca2,H0094,East,Dispatched_For_Transfer,130,267,Shortage,8/11/2026,11.57,23.12,0.355
D61788,D08DB828-717,22a43ac8-eebc-4e7f-b3e4-b0ef24b988e1,H0024,North,Temperature_Alert,380,124,Surplus,8/15/2027,5.64,161.05,0.833
D61789,2FB2C9B1-379,2cf7342a-f631-435f-9848-efb5207dc729,H0087,West,Temperature_Alert,428,443,Shortage,5/9/2026,1.45,51.69,0.324
D61790,A05A1B91-288,545794e0-a188-4b93-b64b-f41edeef9641,H0032,West,ColdChain_Validated,110,263,Shortage,1/16/2027,2.97,110.35,0.6
D61791,E4D17D99-8F9,a8ceb981-4505-4946-89a7-af00c298924c,H0090,East,Dispatched_For_Transfer,158,327,Shortage,12/12/2026,10.43,198.34,0.498
D61792,4DAC5235-EEF,0d831734-1161-4532-ae3b-951b63e18189,H0058,West,Temperature_Alert,451,22,Surplus,8/9/2027,2.34,196.89,0.786
D61793,78227337-4AF,2c7acc25-f929-49a8-a72d-d2d46db691fa,H0056,East,Dispatched_For_Transfer,155,305,Shortage,9/8/2027,9.39,66.58,0.781
D61794,BE2E380F-9DE,aee42820-8eda-424b-9de9-9920a42fe4a6,H0020,East,Received_From_Distributor,362,357,Surplus,10/9/2026,7.82,30.69,0.488
D61795,1F4964B8-51B,98ae96bc-bab5-4bdf-a5ce-9fc991f2583b,H0098,South,Received_From_Distributor,465,96,Surplus,4/24/2026,8.99,187.95,0.301
D61796,604937D8-594,ec8d67a3-6b9e-4efa-b3dd-166a5a5eb684,H0002,Central,Stored_In_Inventory,252,168,Surplus,11/10/2027,3.82,179.24,0.906
D61797,02D5A758-CED,e733b16d-f7a8-43f4-bf5d-1c1e4052405c,H0073,Central,Stored_In_Inventory,250,148,Surplus,3/8/2027,1.2,125.13,0.614
